TOTAL_TEXT_CHANGED=1027

factions/adepta-sororitas.js | core-leader | "领袖" | len 999 -> 2 | "某些 **角色(Character)** 单位在牌表上列有「领袖」。这些 **角"… -> "领袖"
factions/chaos-space-marines.js | core-leader | "领袖" | len 925 -> 2 | "某些 **角色(Character)** 单位的资料卡上列有「领袖」。这类 **"… -> "领袖"
factions/chaos-space-marines.js | core-lone-operative | "独行特工" | len 59 -> 4 | "除非此单位为附属单位的一部分（参见部署能力章节的领袖），否则此单位只有在攻击模型"… -> "独行特工"
factions/chaos-space-marines.js | core-leader | "领袖" | len 974 -> 2 | "某些**角色(Character)**单位的数据表上列有「领袖」。这样的**角色"… -> "领袖"
factions/chaos-space-marines.js | core-leader | "领袖" | len 973 -> 2 | "某些 **角色(Character)** 单位的数据表上列有「领袖」。此类 **"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-d6 | "致命破灭" | len 156 -> 6 | "某些模型能力栏中会列有「致命毁灭 x」。当这样的模型被摧毁时，在将其从战场移除前"… -> "致命破灭D6"
factions/chaos-space-marines.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 137 -> 6 | "部份模型能力中列有「不觉疼痛 x+」。此模型每次承受伤害并即将失去一个伤口时（包"… -> "不觉疼痛5+"
factions/chaos-space-marines.js | core-leader | "领袖" | len 992 -> 2 | "某些 **角色(Character)** 单位的数据表上有「领袖」标示。这些 *"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 158 -> 6 | "部分模型的能力中列有「毁灭性决心 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 180 -> 4 | "在「宣告战阵」阶段，若单位中的每个模型都具有此能力，你可以将其设置在预备队中，而"… -> "深入打击"
factions/chaos-space-marines.js | core-leader | "领袖" | len 995 -> 2 | "某些 **角色(Character)** 单位的资料卡上列有「领袖」。这类 **"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-1 | "致命破灭" | len 151 -> 5 | "部分模型的能力中有「致命破灭 x」。当该模型被摧毁时，于将其移除出场前掷一次 D"… -> "致命破灭1"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 158 -> 6 | "部分模型的能力中列有「毁灭性决心 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 150 -> 6 | "某些模型的能力上列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一个"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从场地移除前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 174 -> 4 | "在「宣布战斗队形」阶段，若此单位内的每个模型都拥有此能力，你可以将其放入预备队而"… -> "深入打击"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 163 -> 4 | "在宣告战阵步骤中，若此单位内的每个模型都具有此能力，则可将其放入预备队而非在战场"… -> "深入打击"
factions/chaos-space-marines.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 137 -> 6 | "部份模型能力中列有「不觉疼痛 x+」。此模型每次承受伤害并即将失去一个伤口时（包"… -> "不觉疼痛5+"
factions/chaos-space-marines.js | core-leader | "领袖" | len 992 -> 2 | "某些 **角色(Character)** 单位的数据表上有「领袖」标示。这些 *"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-d6-2 | "致命破灭" | len 161 -> 8 | "部分模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一次"… -> "致命破灭D6+2"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 167 -> 4 | "在「宣告战斗阵型」步骤中，若一个单位中的每个模型都有此能力，你可将其放入后备而非"… -> "深入打击"
factions/chaos-space-marines.js | core-leader | "领袖" | len 988 -> 2 | "部分**角色(Character)**单位的战术卡上标有「领袖」。此类**角色("… -> "领袖"
factions/chaos-space-marines.js | core-leader | "领袖" | len 985 -> 2 | "某些 **角色(Character)** 单位的数据表上列有「领导者」。这类 *"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 154 -> 6 | "某些模型的能力栏中列有「致命破灭 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 167 -> 4 | "在「宣告战斗阵型」步骤中，若一个单位中的每个模型都有此能力，你可将其放入后备而非"… -> "深入打击"
factions/chaos-space-marines.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/chaos-space-marines.js | core-deadly-demise-d6 | "致命破灭" | len 160 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从游戏中移除前掷"… -> "致命破灭D6"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 176 -> 4 | "在「宣告战斗阵形」步骤中，如果单位中的每个模型都有此能力，可以将其置于预备队中，"… -> "深入打击"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 176 -> 4 | "在「宣告战斗阵形」步骤中，如果单位中的每个模型都有此能力，可以将其置于预备队中，"… -> "深入打击"
factions/chaos-space-marines.js | core-infiltrators | "渗透" | len 71 -> 2 | "部署期间，若此单位中的每个模型都具有此能力，则当你部署它时，它可以被部署在战场上"… -> "渗透"
factions/chaos-space-marines.js | core-infiltrators | "渗透" | len 71 -> 2 | "部署期间，若此单位中的每个模型都具有此能力，则当你部署它时，它可以被部署在战场上"… -> "渗透"
factions/chaos-space-marines.js | core-leader | "领袖" | len 940 -> 2 | "一些**角色(Character)**单位的资料卡上标有「领袖」。此类**角色("… -> "领袖"
factions/chaos-space-marines.js | core-leader | "领袖" | len 989 -> 2 | "部分 **角色(Character)** 单位的资料卡上标有「领袖」。这些 **"… -> "领袖"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 180 -> 4 | "在「宣告战阵」阶段，若单位中的每个模型都具有此能力，你可以将其设置在预备队中，而"… -> "深入打击"
factions/chaos-space-marines.js | core-leader | "领袖" | len 1001 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这些 **"… -> "领袖"
factions/chaos-space-marines.js | core-leader | "领袖" | len 985 -> 2 | "某些 **角色(Character)** 单位的输出表中列有「领袖」。这些 **"… -> "领袖"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 147 -> 6 | "某些模型的能力中列有「致命破灭 x」。当此类模型被摧毁时，在将其从场地移除前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 174 -> 4 | "在「宣布战斗队形」阶段，若此单位内的每个模型都拥有此能力，你可以将其放入预备队而"… -> "深入打击"
factions/chaos-space-marines.js | core-deadly-demise-d3 | "致命破灭" | len 158 -> 6 | "部分模型的能力中列有「毁灭性决心 x」。当此类模型被摧毁时，在将其移出游戏前掷一"… -> "致命破灭D3"
factions/chaos-space-marines.js | core-leader | "领袖" | len 982 -> 2 | "有些**角色(Character)**单位的列表上标有「领袖」。这些**角色(C"… -> "领袖"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 167 -> 4 | "于宣告战阵步骤时，若此单位中的每个模型都具有此能力，你可以将其设置在后备中，而非"… -> "深入打击"
factions/chaos-space-marines.js | core-deadly-demise-1 | "致命破灭" | len 150 -> 5 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭1"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/chaos-space-marines.js | core-deadly-demise-1 | "致命破灭" | len 150 -> 5 | "部分模型具有「致命破灭 x」能力。当此类模型被摧毁时，在将其从战场移除前掷一次 "… -> "致命破灭1"
factions/chaos-space-marines.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/drukhari.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/drukhari.js | core-deadly-demise-1 | "致命破灭 1" | len 146 -> 5 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭1"
factions/drukhari.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/drukhari.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/drukhari.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/drukhari.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/drukhari.js | core-scouts-7 | "斥候7\\" | len 259 -> 5 | "某些单位的能力中列有「斥候x\\\"」。若单位中的每个模型都有此能力，则在首场战斗回"… -> "斥候7\\\""
factions/drukhari.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/drukhari.js | core-feel-no-pain-5 | "不觉疼痛5+" | len 135 -> 6 | "某些模型的能力栏中列有「不觉疼痛x+」。每次具此能力的模型受到伤害并将失去一个伤"… -> "不觉疼痛5+"
factions/drukhari.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/drukhari.js | core-leader | "领袖" | len 1005 -> 2 | "某些 **角色(Character)** 单位的资料表上列有「领袖」。这类 **"… -> "领袖"
factions/drukhari.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/drukhari.js | core-infiltrators | "渗透" | len 77 -> 2 | "于部署时，若单位中的每个模型都具有此能力，则当你部署该单位时，可以将其部署在战场"… -> "渗透"
factions/drukhari.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/drukhari.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/drukhari.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/drukhari.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/drukhari.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
factions/drukhari.js | core-deadly-demise-d3 | "致命破灭 D3" | len 146 -> 6 | "有些模型具有「致命破灭 x」的能力。当该模型被摧毁时，在将其移出战场前掷一次 D"… -> "致命破灭D3"
factions/drukhari.js | core-stealth | "潜行" | len 44 -> 2 | "若此单位的每个模型都具有此能力，则每次对其进行远程攻击时，从该攻击的命中掷骰中减"… -> "潜行"
factions/drukhari.js | core-deep-strike | "深入打击" | len 173 -> 4 | "在宣示战斗编队阶段，若一个单位中的每个模型都具有此能力，你可以将其设置在预备队中"… -> "深入打击"
